name,genres,year,url,description
Седьмой дух, Экшен  Война  Дзёсэй  Драма  Комедия  Мистика  Фэнтези,2009,https://animestars.org/aniserials/video/action/876-sedmoj-duh.html,"Пленник с аниме «Седьмой дух», осознает, что он лучший. Тейто получает легендарную силу, способную помочь ему избежать проклятия. Внезапная трагедия оставит юношу лицом к лицу с бедой. Он один начинает борьбу с могущественной империей Барсбургска. Вскоре ему удается сбежать, но уйти за терриконы ему не суждено, теперь, стает заложником святилища Церкви. Уже в убежище, впервые он..."
Сезон беспокойных дев, Драма  Повседневность  Романтика  Сёнэн  Школа,2019,https://animestars.org/aniserials/video/drama/517-sezon-bespokoynyh-dev.html,"В центре внимания девушки, которые учатся в старшей школе и являются членами литературного клуба. Они не знали друг друга до вступления в кружок, и чтобы познакомиться поближе, решили поиграть в интеллектуальную игру, в которой им по очереди надо было отвечать на вопросы. Одна из девушек задала аудитории вопрос: «А чем бы вы хотели заняться прежде, чем умрете?». Она просто хотела..."
Сейчас моя сестра малость сама не своя, Гарем  Драма  Комедия  Мистика  Романтика  Сёнэн  Этти,2014,https://animestars.org/aniserials/video/garem/146-seychas-moya-sestra-malost-sama-ne-svoya.html," Мицуки до самого последнего времени была обычной старшеклассницей. Но вот, ее мать выходит замуж за того, у которого тоже есть сын от первого брака по имени Юуя, немного старше Мицуки. Отчим уезжает за границу, мать остается с двумя подростками одна, правда, в основном заниматься хозяйством приходится парню и девушке. Сводные брат и сестра уже довольно давно живут вместе, но Мицуки..."
Семейка Франкенштейн, Сёнэн  Фантастика  Китайские,2018,https://animestars.org/aniserials/video/shounen/268-semeyka-frankenshteyn.html,"Семьи бывают странными… Да, но не на столько, скажете вы. Люди могут выглядеть по обычному, вести себя, как обычно, не выделяться среди окружающей массы, но при этом они будут особенные. Потому что в каждой семье есть «скелет в шкафу». И эта семья не исключение. Все дети этого странного семейства пострадали от экспериментов своего отца. Тот возомнил себя новым Франкенштеном,..."
Семь самураев, История  Меха  Самураи  Фантастика,2004,https://animestars.org/aniserials/video/historical/765-sem-samuraev.html,"Япония. Отдаленное будущее, но никакого прогресса. Общество напоминает феодальный период. Крестьяне вечно голодают. Они выращивают рис, но большую его часть вынуждены отдавать бандитам. Бандиты представляют собой объединившиеся в группы механизированные самураи, которые кочуют от одного селенья к другому и забирают у простых людей всё, что можно. Бедные люди безропотно отдают свою..."
Семь смертных грехов, Мистика  Приключения  Романтика  Сёнэн  Фэнтези  Этти,2014,https://animestars.org/aniserials/video/mystery/45-sem-smertnyh-grehov.html,"Давным-давно было королевство Британии и на него многие посягали. В частности были такие рыцари, имена которых уже не известны, но все их звали «Семь смертных грехов», потому что они были величайшими преступниками той эпохи. Этим рыцарям не удалось совершить задуманное и за попытку государственного переворота их казнили. Казнили их так называемые Священные рыцари, которые на тот..."
Семь смертных грехов 2 сезон, Комедия  Приключения  Сёнэн  Фэнтези  Этти,2018,https://animestars.org/aniserials/video/comedy/213-sem-smertnyh-grehov-2-sezon.html," Бесстрашные рыцари, состоящие в особом сообществе, известном под именем ордена Семи Смертных Грехов, попадают под подозрение в государственной измене и стремлении лишить жизни повелителя всей Британии. Из-за клеветы на этих безупречных воинов король решает полностью распустить их сплоченную команду, отныне он доверяет ответственность за свою безопасность Святым Рыцарям. Сначала все..."
Семь смертных грехов 3 сезон, Экшен  Приключения  Сверхъестественное  Сёнэн  Фэнтези,2019,https://animestars.org/aniserials/video/action/563-sem-smertnyh-grehov-3-sezon.html,"Сложно себе представить такой контингент людей. Очень необычная компания продолжает свои странствия и выяснения отношений то с теми, то с другими. Иногда кажется, что они уже и не смогут спать спокойно. Они – сильнейшие воины королевства. Они – Семь смертных Грехов. Всегда стоят на страже справедливости при этом не забывают веселить зрителя при каждом удобном случае. Их отношения..."
Семь смертных грехов 4 сезон, Экшен  Приключения  Сверхъестественное  Сёнэн  Фэнтези,2021,https://animestars.org/aniserials/video/action/1066-sem-smertnyh-grehov-4-sezon.html,"Аниме «Семь смертных грехов 4 сезон» в очередной раз расскажет историю о тех самых грехах, которые в самом начале истории якобы решили совершить государственный переворот во имя личных целей. После множества скитаний по миру, они вновь объединились для достижения не только личных целей, но и для окончательного и бесповоротного возвращения мира в королевство. Каждый день наполнен..."
Сервамп, Вампиры  Дзёсэй  Драма  Комедия  Мистика  Сверхъестественное,2016,https://animestars.org/aniserials/video/vampires/499-servamp.html,"Казалось бы, рядовая ситуация, добрый человек решает приютить маленькое и беззащитное животное, а именно, котика. Ничего не предвещало неприятностей, кроме приучения к лотку, покупки еды, становления на учет к ветеринару и прочего. Собственно, стандартные процедуры, когда животные попадают в дом к хозяевам. Проблем и быть не должно было, только одно могло оттолкнуть от бедного..."
Сердца Пандоры, Детектив  Комедия  Приключения  Сверхъестественное  Сёнэн  Фэнтези,2009,https://animestars.org/aniserials/video/detective/1040-serdca-pandory.html,"Озу, едва исполнилось 15 лет, но мальчишка не может управлять огромным княжеским домом. Аниме «Сердце Пандоры» расскажет о могущественном подростке, в чьих руках сконцентрировалась большая сила. Парнишка, как правило, является единственным наследником, а значит, судьба приготовит для него жестокое испытание. В прошлом, когда он был совсем маленьким, родители, никогда не отказывали..."
Серебряный страж, Экшен  Комедия  Приключения  Сёнэн  Фэнтези,2017,https://animestars.org/aniserials/video/action/92-serebryanyy-strazh.html," Кто такие геймеры? Люди, что все свое свободное время проводят за компьютерными играми, вот кто действительно настоящие мастера в mmorpg. Шуйинь и Лиань - очень хорошие друзья, так же братья по учебе. Любимое занятие это игры, их действительно можно называть геймерами и любителями компьютерных игр. Все так и продолжалось, спокойно и хорошо, пока Лианю в руки попадает не известное..."
Серебряный страж 2 сезон, Экшен  Комедия  Приключения  Сёнэн  Фэнтези,2018,https://animestars.org/aniserials/video/action/239-serebryanyy-strazh-2-sezon.html,"Рику Суйгин, главный герой данного аниме-сериала, студент. Он попал внутрь компьютерной игры «Расхитители гробниц» вместе с двумя другими парнями. Первое, с чем он столкнулся – это обезьяны с железной броней. Инструктор в лице сексуальной девушки, называющей себя принцесса Ринко, подсказала им, что нужно вычислить и победить главную обезьяну, тогда будет проще победить остальных...."
Сёстры Минами 1 сезон, Комедия  Повседневность  Сэйнэн  Школа,2007,https://animestars.org/aniserials/video/comedy/709-sestry-minami-1-sezon.html,"Наша жизнь полна приключений и событий, которые могут остаться в памяти навсегда. Иногда, мы не замечаем этих самых событий, ведь они могут пролететь мимо нас совершенно незаметно. Будучи детьми, мы не задумываемся о происходящем. Нас могут волновать самые простые вещи, такие как учеба, и чтобы дома не получить тумаков от родителей за плохие оценки в школе. Само собой, у всех разная..."
Сёстры Минами 2 сезон, Комедия  Повседневность  Сэйнэн  Школа,2008,https://animestars.org/aniserials/video/comedy/710-sestry-minami-2-sezon.html,"Жизнь такая интересная штука, которая может изменить человека за очень короткий промежуток времени. Вот смотря на все происходящее вокруг, ты не можешь быть окончательно уверен в том, что произойдет в твоей жизни завтра и ты не изменишься в лучшую или худшую сторону. Девочки во всю стараются жить спокойной и размеренной жизнью. Хотя, можно было заметить, что старшая сестра стала..."
Сёстры Минами 3 сезон, Комедия  Повседневность  Сэйнэн  Школа,2009,https://animestars.org/aniserials/video/comedy/711-sestry-minami-3-sezon.html,"Жизнь трех сестер продолжает плыть по течению. С полной уверенностью можно сказать о том, что несмотря на периодические ссоры между девочками, живут они дружно. Прошел аж целый год с прошлого сезона, за это время девочки заметно подросли и стали взрослыми, о каком бы контексте бы вы не подумали. За это время у них случилось много интересных вещей. Каждый день как приключение. С..."
Сжечь ведьму, Полнометражный фильм  Экшен  Сёнэн  Фэнтези,2020,https://animestars.org/film/903-szhech-vedmu.html,"В те далекие времена, когда драконы чудили по полной, люди не знали куда от них деваться. Здоровая летающая ящерица так и норовила тебя сожрать, сперва, правда, поджарив до хрустящей корочки. Не будем углубляться в философию и разбор всего происходящего в те времена. На данный момент люди максимально установили контроль над летающими ящерицами. Контроль настолько сильный, что..."
Сила святых вокруг нас, Повседневность  Романтика  Фэнтези,2021,https://animestars.org/aniserials/video/natural/1088-sila-svjatyh-vokrug-nas.html,"Вы все уже многократно видели это ранее. Аниме «Сила святых вокруг нас» до боли похожее на те, в которых главные герои попадают в фэнтезийный мир со своими особенностями. В основном преобладает магия с мечами. Люди живут максимально спокойно жизнью, пока на их голову не сваливает герой или героиня с великим заданием уничтожить зло. Однако, здесь вы увидите девушку без бомба..."
Сильнейший в истории ученик Кэнъити, Боевые искусства  Комедия  Повседневность  Сёнэн  Школа  Многосерийные,2006,https://animestars.org/aniserials/video/martial_arts/581-silneyshiy-v-istorii-uchenik-keniti.html,"Сирахаму Кеничи – самый обычный парень. Он ученик старшей школы. Однажды по пути в школу он встретил незнакомую девушку. Он увлеченно читал и поэтому буквально налетел на нее, а она не растерялась, сама сбила его с ног. Позже оказалось, что ее зовут Миу, она его ровесница и новая одноклассница. Перевелась Миу из очень престижной школы. Девушка очень симпатичная, и что удивительно..."
"Сильнейший герой, обученный в тайном подземелье", Гарем  Комедия  Приключения  Фэнтези  Этти,2021,https://animestars.org/aniserials/video/garem/1039-silnejshij-geroj-obuchennyj-v-tajnom-podzemele.html,"Никому из людей не живется легко. Вы смотрите на глав больших корпораций и мечтаете о их богатстве. А вы задавались вообще вопросом о том, как это самое состояние зарабатывалось? Каждый твой чих на публике может нереально обрушить твои акции, но да опустим этот момент. В конце концов мы говорим про очередной мир меча и магии в аниме под названием «Ore dake Haireru Kakushi Dungeon»...."
Синий экзорцист 1 сезон, Драма  Комедия  Мистика  Приключения  Сверхъестественное  Сёнэн  Фэнтези,2011,https://animestars.org/aniserials/video/drama/325-siniy-ekzorcist-1-sezon.html,"Юкио и Рин, носящие фамилию Окимура, с ранних лет остаются без попечения родителей. Заботу о братьях берет на себя священнослужитель Фудзимото, занимающийся также экзорцизмом, то есть изгнанием из людей потусторонних опасных сил. Ребята растут в храме, обладая совершенно разными характерами. Рин отличается вспыльчивостью и неуравновешенностью, он то и дело становится участником..."
Синий экзорцист 2 сезон, Драма  Комедия  Мистика  Приключения  Сёнэн  Фэнтези,2017,https://animestars.org/aniserials/video/drama/29-siniy-ekzorcist-2-sezon-blue-exorcist-kyoto-saga.html," Элитный отряд пытался поймать вора, который является, возможно, могущественным демоном, но в зоне оцепления оказалась женщина с ребенком, и малыш по имени Сакору пробежал под ограждением и попал в его руки. Этот демон смог каким-то образом украсть Левое Око, принадлежащее Нечестивому Королю. Именно этот предмет представители элитного отряда и хотели у него забрать и уже даже..."
Сирена, Гарем  Повседневность  Романтика  Сёнэн  Школа,2017,https://animestars.org/aniserials/video/garem/16-seyren-sirena.html,"Представляемый вашему вниманию аниме-сериал несколько напоминает «Амагами». Главный герой Щоичи Камита. Он учится в старшей школе и скоро уже ее закончит, поэтому его очень сильно беспокоит его будущее. Он боится взрослой жизни и того, как сложится его жизнь в дальнейшем. Как раз в это непростое для него время он встречает трех очаровательных старшеклассниц. И Хикари Цунеки, и..."
Система «спаси-себя-сам» для главного злодея, Боевые искусства  Драма  История  Мистика  Сверхъестественное  Китайские,2020,https://animestars.org/aniserials/video/martial_arts/1013-sistema-spasi-sebja-sam-dlja-glavnogo-zlodeja.html,"Чтение книг будет очень увлекательным, если вы с головой окунетесь в происходящее. Каждый день ты все больше погружаешься в чтиво. Не обязательно читать именно книги. Есть любители разных жанров. К примеру, главный герой из китайского «аниме» «Система «спаси-себя-сам» для главного злодея» очень любит новеллы. Настолько сильно любит, что после смерти оказывается внутри одной из его..."
Скажи: «Я люблю тебя»., Драма  Комедия  Романтика  Сёдзё  Школа,2012,https://animestars.org/aniserials/video/drama/456-skazhi-ya-lyublyu-tebya.html,"Каждый из нас может замкнуться в себе или вообще оградиться от окружающего мира. Причины могут быть разными, а решение проблемы может быть банальным, а в некоторых случаях потребуются годы на возвращение человека в нормальное состояние. Предательство друзей может стать тем самым «выстрелом» в сердце человека, которому как никогда нужна была их помощь и поддержка. В следствии этого,..."
Сказание о демонах сакуры, Дзёсэй  Драма  История  Мистика  Романтика  Самураи  Сверхъестественное  Сёдзё  Трагедия,2010,https://animestars.org/aniserials/video/josei/941-skazanie-o-demonah-sakury.html,"Времена революции положили начало новой эры. Кодо с аниме «Сказание о демонах сакуры», молодой опытный лекарь, умеющий поддержать разговоры и вылечить людей. За столь юный возраст, мужчине удалось изучить множество таинственных секретов медицины, но сейчас, он просто исчезает в неизвестном направлении. Голландские коллеги, работающие с ним, не понимаю, что происходит и не являются..."
Сказание о демонах сакуры 2 сезон, Война  Дзёсэй  Драма  История  Мистика  Романтика  Самураи  Сверхъестественное  Сёдзё  Трагедия,2010,https://animestars.org/aniserials/video/war/942-skazanie-o-demonah-sakury-2-sezon.html,"Ожесточённость в аниме «Сказание о демонах сакуры 2 сезон» набирает максимальных оборотов. Синсэнгуми впервые встречают на пути оппонентов, в разы сильнее их. Армия западной цивилизации сумела нарастить силу, обрести счастье в смертоносном орудии, и теперь, они сметают всех стоящих на пути. Ранее, доктор Юкимура создал невероятное зелье, выпив которое, воины получают величайшую силу..."
Сказание о демонах сакуры 3 сезон, Вампиры  Дзёсэй  Драма  История  Мистика  Самураи  Сверхъестественное  Сёдзё,2012,https://animestars.org/aniserials/video/vampires/943-skazanie-o-demonah-sakury-3-sezon.html,"Правление Токугава отходит на второй план, о чём гласит экранизация «Сказание о демонах сакуры 3 сезон». Японии предстоит выйти на новый уровень существования, только страна будет разделена сразу на две неровные территории. Часть людей желает восстановить традиции, чтить память погибших за справедливость, вторые – идут на восхождение западных ценностей. Кланы с Юга, становятся..."
Сказания бездны, Драма  Приключения  Фэнтези,2008,https://animestars.org/aniserials/video/drama/613-skazaniya-bezdny.html,"Богатая и обеспеченная жизнь может лишить вас кучи проблем. Когда у богатого человека рождаются дети он максимально старается их опекать и дать им всё то, чего они сами были лишены в детстве. В следствии этого растут дети с малым пониманием окружающего мира. Невозможно защитить ребенка от всего на свете, нужно постепенно давать ему возможность узнавать мир и понять, каким он..."
Сказания Зестирии 1 сезон, Экшен  Приключения  Фэнтези,2016,https://animestars.org/aniserials/video/action/483-skazaniya-zestirii-1-sezon.html,"Люди не в силах видеть серафимов, а главный герой является одним с них. Парнишка Слей верил, что однажды человек сумеет увидеть божественное существо и их общая цель совпадет. Мечты иногда заводят личностей в заблуждения, ставят в непростую позу и заставляют поверить в свою любовь. Двум расам никогда не удастся стать счастливыми, пока между ними идут вечные бои и кто-то страдает...."
Сказания Зестирии 2 сезон, Экшен  Приключения  Сёнэн  Фэнтези,2017,https://animestars.org/aniserials/video/action/50-skazaniya-zestirii-2-sezon.html,"В основу сюжета аниме «Сказания Зестирии» положена легенда о Серафимах. Согласно ей, много тысяч лет назад на Земле находились не только люди и животные. Помимо них на планете также обитали высшие ангельские существа – Серафимы. Эти духовные создания не просто жили по соседству с людьми, они всячески старались помочь человечеству, неоднократно спасали землян от различных бед и..."
Сказка о Хвосте Феи 1-2 сезон, Драма  Комедия  Мистика  Приключения  Сёнэн  Фэнтези  Многосерийные,2009,https://animestars.org/aniserials/video/drama/143-skazka-o-hvoste-fei-1-2-sezon.html," Описание 1 сезона Волшебное королевство Фиора объединяет в себе разные гильдии. Несмотря на это, главная героиня, юная волшебница Люси безумно хочет попасть только в легендарную, но малочисленную Фейри Тейл. Данная гильдия включает в себя различных магов, которые не только имеют огромную силу и великолепные способности, но и экстравагантность и дух соперничества. Но попасть туда..."
Сказка о Хвосте феи 3 сезон, Комедия  Приключения  Сёнэн  Фэнтези  Многосерийные,2018,https://animestars.org/aniserials/video/comedy/357-skazka-o-hvoste-fei-3-sezon.html,"В центре внимания гильдия юных, но очень могущественных волшебников, которые именуют себя «Хвостом Феи». Героиня истории Люси Хартфилия очень хотела попасть в гильдию. Однажды она повстречала Нацу, которого уже приняли в «Хвост». Они стали друзьями и так начались их приключения. В предыдущих сезонах гильдия прекратила свое существование. Она была распущена, а ее члены стали..."
Скет Данс, Комедия  Пародия  Повседневность  Сёнэн  Школа  Многосерийные,2011,https://animestars.org/aniserials/video/comedy/209-sket-dans.html," Сугихара только перешел в новую школу. Эта школа оказалась довольно непохожей на его прежнюю. В академии Каймэй оказалось очень много клубов, и Сугихара тут же попал в клуб Скет Дэнс. Этот клуб позиционирует себя как клуб помощи по всем вопросам. В этом клубе всего трое участников, не считая Сугихару. Среди участников клуба есть активная блондинка Химэ Онидзука. В клубе ее называют..."
Скитальцы, История  Комедия  Приключения  Самураи  Сэйнэн  Фэнтези,2016,https://animestars.org/aniserials/video/historical/303-skitalcy.html,"Симадзу Тоёхисе показал себя как бравый воин во время битвы при Сэкигахарэ. Его недолгая земная жизнь пришлась на эпоху Сенгоку, когда войны шли одна за другой. Жертвуя собой, он с грозным видом побежал, размахивая мечом на противника в одиночку, чтобы тем самым спасти силы своего дяди. Так он попадает на тот свет. В длинном коридоре и по правую, и по левую сторону расположены..."
Скрайд, Экшен  Драма  Приключения  Фантастика,2001,https://animestars.org/aniserials/video/action/702-skrayd.html,"Будущее можно трактовать по-разному. В каждом произведении своё видение будущего. Однозначно нельзя утверждать, каким оно будет и не уничтожить ли себя человечество раньше времени. В любом случае, фантазия у авторов богата на воображение чего-то эдакого. Наше Аниме не стало исключением. Вы познакомитесь с миром, где нет равноправия. Где сильный, определено может поглотить слабого...."
Скрытые вещи, Комедия  Повседневность  Сёнэн,2020,https://animestars.org/aniserials/video/comedy/733-skrytye-veschi.html,"А вы скрывали когда-то хоть что-то от свои друзей и близких. Если вы ответите отрицательно, то вы, определенно, врете. Далеко не факт, что вы делаете это специально. Возможно, вы делаете это во благо. Ложь, далеко не всегда, может быть плохой. Ты можешь соврать маме, что помыл посуду, а, по факту, побежать её помыть после её звонка напоминалки. Сегодня ты завалил экзамен, но ты..."
"Скучный мир, где не существует самой идеи похабных шуток", Комедия  Пародия  Школа  Этти,2015,https://animestars.org/aniserials/video/comedy/461-skuchnyy-mir-gde-ne-suschestvuet-samoy-idei-pohabnyh-shutok.html,"Я бы вам рекомендовал вообще не читать описание к этому Аниме, а начать просмотр даже не смотря на скриншоты. Поверьте, вы не пожалеете, что ничего не знали о нем, до начала просмотра. Те, кто решил продолжить читать смогут узнать лишь тот минимум, который нужен на старте просмотра. В недалеком будущем, Япония стала самой культурной страной в мире. И это в самом прямом смысле этого..."
Слабый удар, Драма  Романтика  Сёнэн  Фантастика,2018,https://animestars.org/aniserials/video/drama/222-slabyy-udar.html,"Обычный день. Старшеклассник с рюкзаком в клетчатых брюках идет по привычной ему дороге и вдруг в подворотне у помойки видит кота, который грызет человеческую руку. Еще трое школьников друзей, которые шли той же дорогой, увидели эту отрубленную руку и также ужаснулись. Но оказалось, что увиденная ими рука вовсе не принадлежит человеку, она гуманоида, но при этом в жилах этого..."
Сласти и молния, Комедия  Повседневность  Сэйнэн,2016,https://animestars.org/aniserials/video/comedy/837-slasti-i-molnija.html,"Сложно себе представить творящееся в голове человека, чья жена умерла и оставила на него одного заботу о ребенке. Ребенок то не взрослый, а маленький, да еще и девочка. Сложности возникают каждый день. Хотя, папа всегда старается угодить маленькой дочурке. Погулять сводить не проблема, сказку на ночь прочитать, сводить в парк, свозить на море. Это, абсолютно, не проблема для нашего..."
Слушатели, Экшен  Меха  Музыка  Фантастика,2020,https://animestars.org/aniserials/video/action/739-slushateli.html,"У каждого свой вкус или как еще у нас говорят о этих самых вкусах, что на вкус и цвет товарищей нет. Не мудрено, ведь каждому из нас могут нравится абсолютно разные вещи. Это имеет прямое отношение ко всему. Совпадения бывают, крайне, редко. Мы можем говорить о схожих вкусах, но они могут быть настолько специфическими, какими не будут никогда и не у кого. Они могут меняться с..."
Слэм-данк, Комедия  Сёнэн  Спорт  Школа  Многосерийные,1993,https://animestars.org/aniserials/video/comedy/227-slem-dank.html," Сакураги Ханамичи совершенно непопулярен среди девочек. В средней школе он часто всё же приглашал сверстниц на свидание, но неизменно получал отказ. Перейдя в старшую школу, он не растерял своего энтузиазма. У него очень высокий для японца рост, громкий голос и он рыжий, поэтому девушки считают его несимпатичным. Но Сакураги влюбляется, и что интересно понравившаяся ему девушка им..."
Смертельный укус, Экшен  Кемонобито  Сэйнэн  Ужасы  Фантастика  Этти,2018,https://animestars.org/aniserials/video/action/225-smertelnyy-ukus.html,"Группа подростков схватила мимо проходящую девушку и затащила ее в машину. Из всех только водитель был против совершения этого гнусного преступления. Подростки хотели изнасиловать ее и выкинуть, но неожиданно она сама со всеми расправилась. Он остановил машину, и тут из-за ширмы вышла девушка в нижнем белье и заявила, что все парни в машине кроме него мертвы. Только студент..."
Смертоносный герцог и его чёрная горничная, Драма  Комедия  Романтика  Сверхъестественное  Новинки,2021,https://animestars.org/aniserials/video/drama/1124-smertonosnyj-gercog-i-ego-chernaja-gornichnaja.html,"Очень грустная история предстанет перед вашими экранами в Аниме «Смертоносный герцог и его чёрная горничная». Нашего главного героя постигла очень тяжелая судьба. Бедный парень может убить любого простым своим прикосновением. Каждый день для него как мука. Он не может, как вы понимаете, к другому человеку. Одиночество постепенно пожирает его изнутри. Беднягу сослали в резиденцию..."
Смотрительница Сунохары, Комедия  Повседневность  Сэйнэн  Этти,2018,https://animestars.org/aniserials/video/comedy/360-smotritelnica-sunohary.html,"Аки невысокого роста и имеет девчачью внешность. Он приехал в Токио, чтобы начать всё с чистого листа. Он очень устал от того, что все вокруг его принимают за девочку. Считать Аки мужчиной довольно сложно, ведь он маленький, щупленький и милый. Поселяется он в общежитии Сунохара, где всем заведует милая девушка с пышными формами. Она тоже сперва принимает Сиина Аки за девчонку, но..."
Смута. Принцесса снега и крови, Экшен  История  Сверхъестественное,2021,https://animestars.org/aniserials/video/action/1100-smuta-princessa-snega-i-krovi.html,"В Японии, где переплелись передовые технологии и модель правления эпохи Эдо, каждый день происходят необычные события. Под покровом тени и ночи разворачиваются события, о которых будут рассказывать своим детям, как о страшилках тех лет. Правительство Японии открыло необычайный источник энергии под названием «Жила дракона» которую она использовала для трансформации страны. Аниме..."
Совершенно новый зверь, Экшен  Кемонобито  Фэнтези,2020,https://animestars.org/aniserials/video/action/729-sovershenno-novyy-zver.html,"Стало быть, вам очень интересно, как это девочка превратилась в получеловека? Не только вам. Нашей главной героине и самой интересно. Каким таким образом её жизнь изменилась так кардинально? Вопросов будет очень много. Доселе никто не признавал существование зверолюдей. Хотя, фанатики звериных ушек и хвостиков ликуют. Теперь их не будут считать ненормальными, ведь они были признаны..."
Созданный в Бездне, Детектив  Драма  Приключения  Сэйнэн  Фэнтези,2017,https://animestars.org/aniserials/video/detective/606-sozdannyy-v-bezdne.html,"Не суй пальцы в розетку, а то может ударить током! А если быть точным, то может ушибить так, что окажешься на больничной койке. Как же тягота к чему-то запретному и неизвестному манит. Этот адреналин и чувство приключений, которые можно найти на свою пятую точку не исчезнут из вашей памяти никогда. Несколько столетий назад было обнаружено место, в котором этого самого неизведанного,..."
Созерцая колготки, Комедия  Повседневность  Школа  Этти,2019,https://animestars.org/aniserials/video/comedy/587-sozercaya-kolgotki.html,"Школьные увлечение. У всех, в школе, разные увлечения. И да, мы продолжим говорить об этих самых увлечениях. Увлечения бываю разные… Ну, кто увлекается спортом, кто увлекается искусством. Опять-таки, осуждать кого-то за это просто глупо. Для каждого увлечения других людей, могут казаться странными. Для ученика, который увлекается искусством не понять почему другой увлекается..."
Сомали и Дух леса, Драма  Повседневность  Приключения  Фэнтези,2020,https://animestars.org/aniserials/video/drama/653-somali-i-duh-lesa.html,"Фэнтезийные миры бывают разные… Где-то я уже писал об этом. Хотя, нет, они практически всегда, одинаковы. Самые разные существа начиная от гоблинов заканчивая драконами предстанут перед вашими экранами, возможно. Никогда не знаешь, кого можно встретить сегодня в лесу. Сегодня ты встретил дикого волка, а завтра дракон спалил твою деревню просто пролетая мимо. В этом мире людям жить..."
